Country	deaths	ID
Afghanistan	4,385	Q889
Albania	430	Q222
Algeria	2,762	Q262
American Samoa	5	Q16641
Andorra	7	Q228
Angola	108	Q916
Antigua and Barbuda	4	Q781
Argentina	5,769	Q414
Armenia	1,091	Q399
Australia	2,35	Q408
Austria	1,521	Q40
Azerbaijan	3,43	Q227
Bahamas	39	Q778
Bahrain	29	Q398
Bangladesh	8,606	Q902
Barbados	6	Q244
Belarus	5,684	Q184
Belgium	1,436	Q31
Belize	11	Q242
Benin	<1	Q962
Bermuda	5	Q23635
Bhutan	25	Q917
Bolivia	704	Q750
Bosnia and Herzegovina	499	Q225
Botswana	50	Q963
Brazil	468	Q155
Brunei	26	Q921
Bulgaria	3,012	Q219
Burkina Faso	<1	Q965
Burundi	126	Q967
Cambodia	285	Q424
Cameroon	<1	Q1009
Canada	901	Q16
Cape Verde	15	Q1011
Central African Republic	205	Q929
Chad	<1	Q657
Chile	1,016	Q298
China	142,787	Q148
Colombia	1,774	Q739
Comoros	11	Q970
Congo	210	Q971
Costa Rica	26	Q800
Cote d'Ivoire	1,005	Q1008
Croatia	1,248	Q224
Cuba	<1	Q241
Cyprus	129	Q229
Czech Republic	2,617	Q213
Democratic Republic of Congo	2,816	Q974
Denmark	688	Q35
Djibouti	24	Q977
Dominica	4	Q784
Dominican Republic	281	Q786
Ecuador	875	Q736
Egypt	2,869	Q79
El Salvador	23	Q792
England	6,14	Q21
Equatorial Guinea	3	Q983
Eritrea	55	Q986
Estonia	343	Q191
Ethiopia	27	Q115
Fiji	49	Q712
Finland	1,161	Q33
France	6,22	Q142
Gabon	44	Q1000
Gambia	94	Q1005
Georgia	1,701	Q230
Germany	18,139	Q183
Ghana	784	Q117
Greece	2,006	Q41
Greenland	4	Q223
Grenada	9	Q769
Guam	28	Q16635
Guatemala	24	Q774
Guinea	340	Q1006
Guinea-Bissau	93	Q1007
Guyana	35	Q734
Haiti	<1	Q790
Honduras	283	Q783
Hungary	2,714	Q28
Iceland	47	Q189
India	8,037	Q668
Indonesia	19,363	Q252
Iran	3,937	Q794
Iraq	2,188	Q796
Ireland	429	Q27
Israel	277	Q801
Italy	7,071	Q38
Jamaica	176	Q766
Japan	3,998	Q17
Jordan	189	Q810
Kazakhstan	4,537	Q232
Kenya	68	Q114
Kiribati	13	Q710
Kuwait	151	Q817
Kyrgyzstan	1,028	Q813
Laos	420	Q819
Latvia	951	Q211
Lebanon	383	Q822
Lesotho	55	Q1013
Liberia	211	Q1014
Libya	549	Q1016
Lithuania	1,133	Q37
Luxembourg	71	Q32
Macedonia	192	Q221
Madagascar	1,064	Q1019
Malawi	<1	Q1020
Malaysia	2,888	Q833
Maldives	26	Q826
Mali	113	Q912
Malta	67	Q233
Marshall Islands	9	Q709
Mauritania	16	Q1025
Mauritius	37	Q1027
Mexico	1,846	Q96
Micronesia (country)	16	Q702
Moldova	1,591	Q217
Mongolia	541	Q711
Montenegro	105	Q236
Morocco	2,806	Q1028
Mozambique	16	Q1029
Myanmar	31	Q836
Namibia	54	Q1030
Nepal	532	Q837
Netherlands	1,712	Q55
New Zealand	424	Q664
Nicaragua	<1	Q811
Niger	<1	Q1032
Nigeria	99	Q1033
North Korea	257	Q423
Northern Ireland	212	Q26
Northern Mariana Islands	4	Q16644
Norway	512	Q20
Oman	273	Q842
Pakistan	15,039	Q843
Palestine	224	Q219060
Panama	121	Q804
Papua New Guinea	1,563	Q691
Paraguay	136	Q733
Peru	591	Q419
Philippines	12,828	Q928
Poland	9,315	Q36
Portugal	1,18	Q45
Puerto Rico	248	Q1183
Qatar	14	Q846
Romania	6,316	Q218
Russia	55,655	Q159
Rwanda	<1	Q1037
Saint Lucia	7	Q760
Saint Vincent and the Grenadines	8	Q757
Samoa	18	Q683
Sao Tome and Principe	2	Q1039
Saudi Arabia	1,847	Q851
Scotland	794	Q22
Senegal	268	Q1041
Serbia	1,199	Q403
Seychelles	5	Q1042
Sierra Leone	8	Q1044
Singapore	236	Q334
Slovakia	1,573	Q214
Slovenia	290	Q215
Solomon Islands	44	Q685
Somalia	328	Q1045
South Africa	2,792	Q258
South Korea	1,403	Q884
South Sudan	34	Q958
Spain	2,697	Q29
Sri Lanka	922	Q854
Sudan	2,306	Q1049
Suriname	59	Q730
Swaziland	40	Q1050
Sweden	1,585	Q34
Switzerland	1,059	Q39
Syria	2,23	Q858
Taiwan	136	Q865
Tajikistan	1,375	Q863
Tanzania	<1	Q924
Thailand	3,531	Q869
Timor	10	Q574
Togo	8	Q945
Tonga	9	Q678
Trinidad and Tobago	56	Q754
Tunisia	577	Q948
Turkey	465	Q43
Turkmenistan	1,362	Q874
Uganda	<1	Q1036
Ukraine	29,767	Q212
United Arab Emirates	<1	Q878
United Kingdom	7,607	Q145
United States	37,577	Q30
United States Virgin Islands	14	Q11703
Uruguay	363	Q77
Uzbekistan	10,603	Q265
Vanuatu	39	Q686
Venezuela	1,835	Q717
Vietnam	2,719	Q881
Wales	461	Q25
Yemen	2,254	Q805
Zambia	54	Q953
Zimbabwe	521	Q954
